,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_addr_google,st_address,ch_address,en_address,ch_addr_google,en_addr_google,final_address,final_address_consid,floor_copy,time_adj_npsf
694,9067737,ASP,2003-11-13,RES,blank,1990/12,6.95,1334,1102,5210,6306.715063520871,CPS 11 ON CPL4/F ,blank,1212629,9067737,B,3.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|3|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|3|Bconsid6.95",3,29468.656657182895
695,9073269,ASP,2003-11-19,RES,blank,1992/07,10.38,2153,1689,4821,6145.648312611012,GFA INCL BW:33 SFCPS 157158 ON CPL1/F ,blank,1217673,9073269,B,8.0,5,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 5,白筆山道THE REDHILL PENINSULA|Phase4|Block5,白筆山道THE REDHILL PENINSULA|Phase4|Block5|8|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,5座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD","紅山半島,5座,白筆山道,香港","THE REDHILL PENINSULA,Block 5,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD|紅山半島4期,5座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD|紅山半島4期,5座,白筆山道|8|Bconsid10.38",8,28716.058714570147
696,9074853,ASP,2003-11-27,RES,blank,1992/07,10.5,2133,1689,4923,6216.696269982238,GFA INCL BW:17 SFCPS 166167 ON L2/F ,blank,1218166,9074853,B,7.0,5,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 5,白筆山道THE REDHILL PENINSULA|Phase4|Block5,白筆山道THE REDHILL PENINSULA|Phase4|Block5|7|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,5座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD","紅山半島,5座,白筆山道,香港","THE REDHILL PENINSULA,Block 5,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD|紅山半島4期,5座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD|紅山半島4期,5座,白筆山道|7|Bconsid10.5",7,29048.03627196402
699,9111522,ASP,2003-12-18,RES,blank,1990/12,11.68,1906,1598,6128,7309.136420525657,CPS 34 ON CPL5/FA/C PLANT RM:40 SF ,blank,1245764,9111522,B,34.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|34|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|34|Bconsid11.68",34,33751.15039374696
701,9127606,ASP,2004-01-21,RES,blank,1992/07,7.28,1391,1096,5234,6642.335766423358,GFA INCL BW:17 SFCPS 27 ON CPL2/F ,blank,1259307,9127606,A,5.0,2,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 2,白筆山道THE REDHILL PENINSULA|Phase4|Block2,白筆山道THE REDHILL PENINSULA|Phase4|Block2|5|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD","紅山半島,2座,白筆山道,香港","THE REDHILL PENINSULA,Block 2,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道|5|Aconsid7.28",5,27898.42516034982
703,9129634,PRO-ASP,2004-01-17,RES,blank,1992/07,7.81,1391,1096,5615,7125.912408759124,GFA INCL BW:17 SFCPS 237 ON B2/F ,blank,1257681,9129634,B,11.0,2,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 2,白筆山道THE REDHILL PENINSULA|Phase4|Block2,白筆山道THE REDHILL PENINSULA|Phase4|Block2|11|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD","紅山半島,2座,白筆山道,香港","THE REDHILL PENINSULA,Block 2,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道|11|Bconsid7.81",11,29929.49182724342
705,9138367,ASP,2004-01-30,RES,blank,1990/12,10.8,1772,1477,6095,7312.119160460393,CPS 11 ON CPL3/F ,blank,1266173,9138367,A,8.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|8|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|8|Aconsid10.8",8,30711.577423239556
709,9149271,ASP,2004-02-11,RES,blank,1990/12,8.38,1334,1102,6282,7604.355716878404,blank,blank,1276910,9149271,B,14.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|14|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|14|Bconsid8.38",14,29869.949610058782
710,9149782,ASP,2004-02-17,RES,blank,1990/12,12.5,1772,1477,7054,8463.100880162492,CPS 5960 ON CPL2/F ,blank,1277441,9149782,A,27.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|27|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|27|Aconsid12.5",27,33243.105168555856
712,9151827,ASP,2004-02-23,RES,blank,1990/12,14.0,1772,1477,7901,9478.67298578199,CPS 4142 ON CPL4/F ,blank,1277972,9151827,B,25.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|25|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|25|Bconsid14.0",25,37232.27778878256
713,9154814,ASP,2004-02-20,RES,blank,1990/12,9.0,1334,1102,6747,8166.969147005445,CPS 68 ON CPL2/F ,blank,1282352,9154814,B,16.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|16|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|16|Bconsid9.0",16,32079.898149227807
716,9165632,ASP,2004-03-01,RES,blank,1992/07,15.0,2143,1681,7000,8923.25996430696,GFA INCL BW:33 SFCPS 5354 ON CPL2/F ,blank,1291214,9165632,A,9.0,5,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 5,白筆山道THE REDHILL PENINSULA|Phase4|Block5,白筆山道THE REDHILL PENINSULA|Phase4|Block5|9|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,5座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD","紅山半島,5座,白筆山道,香港","THE REDHILL PENINSULA,Block 5,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD|紅山半島4期,5座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD|紅山半島4期,5座,白筆山道|9|Aconsid15.0",9,35091.95163650111
717,9170695,ASP,2004-03-15,RES,blank,1992/07,15.6,2133,1681,7314,9280.190362879239,GFA INCL BW:25 SFCPS 8889 ON CPL1/F ,blank,1295220,9170695,A,8.0,5,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 5,白筆山道THE REDHILL PENINSULA|Phase4|Block5,白筆山道THE REDHILL PENINSULA|Phase4|Block5|8|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,5座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD","紅山半島,5座,白筆山道,香港","THE REDHILL PENINSULA,Block 5,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD|紅山半島4期,5座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 5,PAK PAT SHAN RD|紅山半島4期,5座,白筆山道|8|Aconsid15.6",8,36495.629701961145
718,9172591,ASP,2004-03-16,RES,blank,1990/12,10.0,1334,1102,7496,9074.410163339382,CPS 97 ON CPL3/F ,blank,1298620,9172591,A,18.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|18|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|18|Aconsid10.0",18,35686.3706599869
719,9176408,PRO-ASP,2004-03-03,RES,blank,1990/12,9.8,1334,1102,7346,8892.921960072596,CPS 23 ON CPL3/F ,blank,1301114,9176408,B,4.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|4|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|4|Bconsid9.8",4,34972.64324678717
722,9181708,ASP,2004-03-18,RES,blank,1990/12,15.5,2054,1717,7546,9027.37332556785,GFA INCL BW:9 SFGFA INCL A/CPLANT RM:40 SF ,blank,1305052,9181708,A,23.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|23|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|23|Aconsid15.5",23,35501.391802168684
723,9182017,ASP,2004-03-17,RES,blank,1990/12,13.5,1772,1477,7619,9140.14895057549,CPS 50 ON CPL4/F ,blank,1305098,9182017,B,26.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|26|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|26|Bconsid13.5",26,35944.897515817545
724,9189652,ASP,2004-03-30,RES,blank,1990/12,15.05,1906,1598,7896,9418.0225281602,GFA INCL BWCPS 76 ON CPL2/FA/C PLANT RM:40 SF ,blank,1311443,9189652,B,19.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|19|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|19|Bconsid15.05",19,37037.67371920831
726,9199347,ASP,2004-03-30,RES,blank,1992/07,9.68,1391,1096,6959,8832.116788321167,GFA INCL BW:17 SFCPS 16 ON CPL2/F ,blank,1318523,9199347,B,8.0,2,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 2,白筆山道THE REDHILL PENINSULA|Phase4|Block2,白筆山道THE REDHILL PENINSULA|Phase4|Block2|8|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD","紅山半島,2座,白筆山道,香港","THE REDHILL PENINSULA,Block 2,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道|8|Bconsid9.68",8,34733.51851491951
727,9200189,ASP,2004-04-08,RES,blank,1990/12,14.38,1772,1477,8115,9735.951252538931,CPS 2 ON CPL5/FCPS 69 ON CPL4/F ,blank,1319831,9200189,A,10.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|10|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|10|Aconsid14.38",10,37455.76194285993
734,9318797,ASP,2004-08-19,RES,blank,1990/12,14.38,1906,1598,7545,8998.74843554443,CPS 24 ON CP3/FGFA INCLA/C PLANT RM:40 SF ,blank,1412395,9318797,B,25.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|25|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|25|Bconsid14.38",25,30105.794178308402
740,9348456,ASP,2004-09-17,RES,blank,1990/12,9.3,1334,1102,6972,8439.201451905627,CPS 27 ON CPL4/F ,blank,1429961,9348456,A,12.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|12|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|12|Aconsid9.3",12,31385.73461250118
742,9361659,ASP,2004-10-15,RES,blank,1990/12,17.87,2054,1717,8700,10407.68782760629,blank,blank,1440410,9361659,B,5.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|5|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|5|Bconsid17.87",5,36331.50050040342
745,9368236,ASP,2004-10-13,RES,blank,1990/12,18.24,2054,1717,8880,10623.17996505533,blank,blank,1444322,9368236,B,8.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|8|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|8|Bconsid18.24",8,37083.74757287959
746,9368238,ASP,2004-10-15,RES,blank,1990/12,19.098,2054,1717,9298,11122.888759464182,blank,blank,1444323,9368238,A,8.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|8|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|8|Aconsid19.098",8,38828.14754094597
747,9368247,ASP,2004-10-15,RES,blank,1990/12,19.302,2054,1717,9397,11241.7006406523,blank,blank,1444325,9368247,A,9.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|9|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|9|Aconsid19.302",9,39242.8999809058
749,9369546,ASP,2004-10-16,RES,blank,1990/12,20.38,2054,1717,9922,11869.539895165986,blank,blank,1445387,9369546,A,13.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|13|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|13|Aconsid20.38",13,41434.581992066116
